station_name,station_code,state,latitude,longitude,date,year,all_sources,n_params,min_trust,mean_trust,temperature,ph,conductivity,do,bod,cod,nitrate,fecal_coliform,total_coliform,tds,fluoride,arsenic,turbidity,chloride,hardness,sulphate,iron,calcium,magnesium,sodium,potassium,ammonia,tss,toc
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2010-06-01,2010,data_gov_in,17,0.315,0.469,31.0,8.3999996185,630.0,13.1897716522,14.6999998093,,1.7771919966,,,385.0,0.7220000029,,4.8000001907,44.0200004578,6.0,19.2000007629,,32.5999984741,20.6550006866,29.4400005341,12.1210002899,0.5335199833,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2010-08-02,2010,data_gov_in,17,0.44099999999999995,0.487,30.0,7.5,240.0,4.3099999428,8.8199996948,,0.685739994,,,145.0,0.1140000001,,8.1000003815,25.9150009155,8.0,6.2399997711,,24.0,11.2995004654,15.4099998474,6.256000042,0.0982799977,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2010-09-01,2010,data_gov_in,18,0.44099999999999995,0.488,31.0,7.4000000954,210.0,4.3299999237,4.3200001717,24.0,0.588079989,,,125.0,0.2849999964,,5.5999999046,24.1399993896,9.0,0.5279999971,,20.6000003815,10.3275003433,15.1800003052,96.0,0.0702000037,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2010-11-01,2010,data_gov_in,17,0.44099999999999995,0.487,23.5,7.5,440.0,6.1399998665,4.3200001717,,0.8388119936,,,270.0,0.3610000014,,2.2000000477,30.1749992371,11.0,8.1599998474,,34.4000015259,16.5240001678,19.0900001526,6.646999836,0.0,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2011-02-01,2011,data_gov_in,17,0.44099999999999995,0.476,9.0500001907,7.5,450.0,3.3299999237,3.5199999809,,0.8952839971,,,275.0,0.3610000014,,0.5,30.1749992371,2.0,6.2399997711,,37.7999992371,15.4305000305,19.0900001526,6.646999836,0.1263599992,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2011-06-01,2011,data_gov_in,18,0.44099999999999995,0.483,30.0,7.5,440.0,1.5700000525,9.8000001907,14.0,5.3224401474,,,272.0,0.4939999878,,0.6999999881,31.9500007629,6.0,5.7600002289,,41.2000007629,20.6550006866,19.7800006866,216.0,0.1965599954,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2011-09-01,2011,data_gov_in,18,0.44099999999999995,0.488,32.5,7.5,200.0,4.6999998093,1.5599999428,7.0,2.8576002121,,,122.0,0.2280000001,,3.0,9.9399995804,9.0,1.9199999571,,27.6000003815,15.4305000305,7.5900001526,132.0,0.0561599992,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2011-12-12,2011,data_gov_in,18,0.44099999999999995,0.488,20.0,7.5,400.0,3.7200000286,3.5099999905,11.0,5.9381198883,,,242.0,0.2660000026,,1.6000000238,13.845000267,12.0,4.8000001907,,34.4000015259,19.5615005493,9.4300003052,160.0,0.1544400007,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2012-01-04,2012,data_gov_in,18,0.44099999999999995,0.49,14.5,7.5,410.0,3.9200000763,2.9400000572,14.5,4.6770401001,,,250.0,0.2849999964,,1.7999999523,13.845000267,1.0,6.2399997711,,34.4000015259,20.6550006866,10.1199998856,172.0,0.1965599954,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2012-08-01,2012,data_gov_in,18,0.44099999999999995,0.488,31.0,7.5,340.0,5.8800001144,2.7400000095,20.0,5.1409201622,,,210.0,0.2660000026,,2.7999999523,13.845000267,8.0,4.8000001907,,27.6000003815,17.4960002899,9.6599998474,124.0,0.0982799977,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2013-03-01,2013,data_gov_in,18,0.378,0.48,21.0,9.9600000381,460.0,4.9000000954,4.1100001335,20.0,9.5377197266,,,275.0,0.3039999902,,4.1999998093,18.1049995422,3.0,13.9200000763,,51.5999984741,27.8234996796,12.6499996185,160.0,0.294840008,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2013-04-01,2013,data_gov_in,18,0.378,0.469,24.0,5.9759998322,520.0,1.7599999905,6.4800000191,18.0,11.1894397736,,,312.0,0.3420000076,,2.7999999523,22.0100002289,4.0,15.8400001526,,55.0,29.888999939,15.6400003433,180.0,0.4071600139,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2013-06-01,2013,data_gov_in,18,0.315,0.462,30.0,7.5,590.0,1.7599999905,9.8000001907,41.0,13.8910007477,,,360.0,0.4560000002,,4.4000000954,30.1749992371,6.0,20.1599998474,,65.4000015259,35.1134986877,18.3999996185,200.0,0.5054399967,,
Chandradeepghat,,Uttar Pradesh,27.1355555556,82.5008333333,2014-05-01,2014,data_gov_in,18,0.378,0.48,30.0,8.0,580.0,2.5499999523,0.1000000015,32.0,14.9726800919,,,350.0,0.474999994,,1.6000000238,31.9500007629,5.0,24.0,,68.8000030518,30.9825000763,20.4699993134,212.0,0.5054399967,,
Chandrika Devi,,Uttar Pradesh,27.0266666667,80.8383333333,2020-08-03,2020,data_gov_in,20,0.63,0.676,31.5,7.3099999428,259.0,5.9000000954,0.1899999976,7.0,1.2999999523,2700.0,5600.0,132.0,0.1800000072,,20.0,16.2000007629,8.0,11.5,,22.3199996948,11.220000267,12.5,3.2999999523,0.3199999928,,
Chandrika Devi,,Uttar Pradesh,27.0266666667,80.8383333333,2021-09-04,2021,data_gov_in,22,0.44099999999999995,0.475,26.7999992371,7.0,350.0,8.1999998093,0.25,4.0,2.9200000763,7500.0,15000.0,196.0,0.3300000131,1.0900000334,11.0,15.8000001907,9.0,8.3000001907,0.1120000035,32.0999984741,16.5,14.8999996185,8.3000001907,0.349999994,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2001-02-01,2001,data_gov_in,9,0.63,0.72,21.5,10.1260004044,,,,,,,,,,,,19.1700000763,2.0,21.4400005341,,67.0,20.6399993896,16.1000003815,313.3330078125,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2001-07-01,2001,data_gov_in,9,0.63,0.72,30.0,8.1999998093,,,,,,,,,,,,11.720000267,7.0,29.4400005341,,25.7999992371,10.3199996948,5.9800000191,112.1669998169,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2001-11-01,2001,data_gov_in,9,0.63,0.72,24.0,7.8000001907,,,,,,,,,,,,13.8500003815,11.0,20.9300003052,,82.5999984741,14.3999996185,14.2600002289,323.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2002-01-01,2002,data_gov_in,9,0.63,0.72,20.0,8.0,,,,,,,,,,,,18.1049995422,1.0,20.9599990845,,58.4000015259,26.8799991608,23.0,314.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2002-04-01,2002,data_gov_in,9,0.63,0.72,29.0,10.1260004044,,,,,,,,,,,,19.1700000763,4.0,31.9200000763,,55.0,15.4799995422,19.5499992371,301.3330078125,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2002-05-01,2002,data_gov_in,9,0.63,0.72,31.0,10.1260004044,,,,,,,,,,,,20.2350006104,5.0,28.6399993896,,53.4000015259,15.4799995422,18.1700000763,257.3330078125,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2002-07-01,2002,data_gov_in,9,0.63,0.72,31.0,10.1260004044,,,,,,,,,,,,16.3299999237,7.0,29.4400005341,,37.7999992371,18.6000003815,13.1099996567,237.3329925537,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2003-03-01,2003,data_gov_in,9,0.63,0.72,29.0,7.0549998283,,,,,,,,,,,,18.1049995422,3.0,30.9599990845,,56.7999992371,32.0400009155,23.0,261.6669921875,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2003-06-01,2003,data_gov_in,9,0.63,0.72,33.5,8.1000003815,,,,,,,,,,,,20.5900001526,6.0,25.9899997711,,41.2000007629,10.3199996948,29.8999996185,233.8329925537,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2003-07-01,2003,data_gov_in,9,0.63,0.731,30.5,9.0469999313,,,,,,,,,,,,20.5900001526,7.0,29.4400005341,,34.4000015259,20.6399993896,24.1499996185,207.1670074463,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2003-08-01,2003,data_gov_in,9,0.63,0.72,30.0,8.3000001907,,,,,,,,,,,,12.779999733,8.0,17.9400005341,,27.6000003815,9.2399997711,11.5,100.6669998169,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2003-12-01,2003,data_gov_in,9,0.63,0.72,23.5,5.5609998703,,,,,,,,,,,,13.8500003815,12.0,22.0799999237,,70.5999984741,11.3999996185,17.4799995422,275.6669921875,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2004-03-01,2004,data_gov_in,9,0.63,0.731,25.5,7.4699997902,,,,,,,,,,,,14.5550003052,3.0,30.9599990845,,67.0,21.7199993134,23.0,347.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2005-04-01,2005,data_gov_in,9,0.63,0.72,29.5,8.0,,,,,,,,,,,,17.3950004578,4.0,31.9200000763,,60.2000007629,17.5200004578,20.7000007629,298.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2005-10-01,2005,data_gov_in,9,0.63,0.72,29.0,7.0549998283,,,,,,,,,,,,13.1400003433,10.0,17.0200004578,,32.5999984741,9.2399997711,17.0200004578,112.1669998169,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2006-01-01,2006,data_gov_in,9,0.63,0.72,23.0,8.0,,,,,,,,,,,,14.9099998474,1.0,0.9599999785,,60.2000007629,19.5599994659,24.1499996185,433.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2006-06-01,2006,data_gov_in,9,0.63,0.72,31.0,8.3000001907,,,,,,,,,,,,17.3999996185,6.0,25.9899997711,,32.5999984741,25.7999992371,11.1300001144,188.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2006-11-01,2006,data_gov_in,9,0.63,0.72,31.0,7.0549998283,,,,,,,,,,,,13.1400003433,11.0,17.0200004578,,32.5999984741,15.4799995422,20.7399997711,119.6669998169,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2007-02-01,2007,data_gov_in,9,0.63,0.72,22.0,5.8099999428,,,,,,,,,,,,18.4599990845,2.0,0.4799999893,,75.5999984741,14.3999996185,21.1599998474,272.6669921875,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2007-09-01,2007,data_gov_in,3,0.315,0.525,,0.0,,,,,,,,,,,,,9.0,,,,,,0.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2008-01-01,2008,data_gov_in,3,0.315,0.525,,0.0,,,,,,,,,,,,,1.0,,,,,,0.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2008-09-01,2008,data_gov_in,9,0.63,0.72,31.0,8.3000001907,,,,,,,,,,,,16.3299999237,9.0,2.4000000954,,32.5999984741,12.3599996567,17.0200004578,114.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2008-10-01,2008,data_gov_in,9,0.63,0.72,30.2000007629,8.5,,,,,,,,,,,,12.4300003052,10.0,4.8000001907,,29.2000007629,14.3999996185,17.0200004578,115.6800003052,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2008-11-01,2008,data_gov_in,9,0.63,0.72,25.5,8.0,,,,,,,,,,,,17.0400009155,11.0,0.9599999785,,62.0,18.6000003815,24.6100006104,114.0159988403,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2009-03-01,2009,data_gov_in,9,0.63,0.731,26.0,7.8020000458,,,,,,,,,,,,23.0799999237,3.0,0.4799999893,,63.5999984741,27.8400001526,26.6800003052,152.716003418,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2009-05-01,2009,data_gov_in,9,0.63,0.72,31.7999992371,8.1000003815,,,,,,,,,,,,24.8500003815,5.0,0.4799999893,,44.7999992371,26.8799991608,21.3899993896,118.216003418,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2009-06-01,2009,data_gov_in,9,0.63,0.69,31.0,7.9000000954,,,,,,,,,,,,0.7599999905,6.0,0.0099999998,,2.1500000954,1.7200000286,1.0,0.9700000286,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2009-10-01,2009,data_gov_in,9,0.63,0.72,30.5,7.8000001907,,,,,,,,,,,,13.4899997711,10.0,0.9599999785,,39.5999984741,10.3199996948,24.8400001526,140.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2010-03-01,2010,data_gov_in,9,0.63,0.69,20.5,8.0,,,,,,,,,,,,0.6100000143,3.0,0.0099999998,,2.5799999237,2.5799999237,1.1699999571,2.4700000286,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2010-11-01,2010,data_gov_in,9,0.63,0.731,27.0,7.3870000839,,,,,,,,,,,,13.8500003815,11.0,6.7199997902,,43.0,6.2399997711,0.0,97.6200027466,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2011-06-01,2011,data_gov_in,1,0.63,0.63,,,,,,,,,,,,,,,6.0,,,,,,,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2011-09-01,2011,data_gov_in,3,0.315,0.525,,0.0,,,,,,,,,,,,,9.0,,,,,,0.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2012-05-01,2012,data_gov_in,9,0.63,0.69,32.0,7.6999998093,,,,,,,,,,,,0.5400000215,5.0,0.0099999998,,1.8899999857,1.8099999428,0.0,2.3880000114,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2012-09-01,2012,data_gov_in,9,0.63,0.69,32.0,7.5,,,,,,,,,,,,11.3599996567,9.0,3.3599998951,,37.7999992371,7.1999998093,0.0,39.0159988403,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2012-11-01,2012,data_gov_in,9,0.63,0.731,28.0,7.3039999008,,,,,,,,,,,,19.1700000763,11.0,0.4799999893,,67.0,12.3599996567,0.0,349.1669921875,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2013-03-01,2013,data_gov_in,9,0.63,0.72,26.0,5.7270002365,,,,,,,,,,,,23.7900009155,3.0,0.4799999893,,58.4000015259,20.6399993896,0.0,104.7789993286,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2014-02-02,2014,data_gov_in,9,0.63,0.704,20.0,7.1999998093,,,,,,,,,,,,16.6800003052,2.0,16.7999992371,,43.0,18.6000003815,17.0200004578,4.1009998322,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2014-03-01,2014,data_gov_in,9,0.45,0.684,20.0,7.0,,,,,,,,,,,,21.2999992371,3.0,34.0800018311,,4339.6000976562,13.4399995804,17.0200004578,4.0190000534,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2014-07-01,2014,data_gov_in,9,0.63,0.69,30.5,8.0,,,,,,,,,,,,10.8500003815,7.0,18.2399997711,,27.6000003815,6.2399997711,14.029999733,3.4430000782,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2014-08-01,2014,data_gov_in,9,0.63,0.69,29.5,7.9000000954,,,,,,,,,,,,13.6499996185,8.0,14.8800001144,,31.0,13.4399995804,5.5199999809,4.2899999619,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2016-06-01,2016,data_gov_in,10,0.63,0.684,28.5,7.4000000954,5.0,,,,,,,,,,,0.6299999952,6.0,0.0199999996,,1.4600000381,1.8099999428,0.9800000191,0.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2017-04-01,2017,data_gov_in,9,0.63,0.731,29.5,8.4659996033,,,,,,,,,,,,17.3899993896,4.0,1.9099999666,,60.2000007629,17.5200004578,20.7000007629,315.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2017-05-01,2017,data_gov_in,9,0.63,0.72,28.5,8.1000003815,,,,,,,,,,,,19.8799991608,5.0,0.4799999893,,44.7999992371,36.2000007629,23.9200000763,162.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2017-06-01,2017,data_gov_in,9,0.63,0.72,31.5,8.5,,,,,,,,,,,,19.8799991608,6.0,0.4799999893,,22.5400009155,29.2000007629,23.8999996185,204.0,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2017-10-01,2017,data_gov_in,9,0.63,0.72,32.5,7.9000000954,,,,,,,,,,,,15.3999996185,10.0,5.0999999046,,35.5999984741,19.3999996185,20.5,80.3880004883,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2017-11-01,2017,data_gov_in,9,0.63,0.72,30.5,8.6000003815,,,,,,,,,,,,15.5,11.0,4.5,,35.5,11.1999998093,19.5,83.422996521,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2017-12-01,2017,data_gov_in,9,0.63,0.72,33.0,8.0,,,,,,,,,,,,13.3000001907,12.0,4.8000001907,,34.4000015259,11.3999996185,19.0900001526,77.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2018-02-01,2018,data_gov_in,9,0.63,0.72,22.0,7.5,,,,,,,,,,,,23.7800006866,2.0,0.9599999785,,74.0,19.5599994659,0.0,431.5,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2018-04-01,2018,data_gov_in,1,0.63,0.63,,,,,,,,,,,,,,,4.0,,,,,,,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2018-06-01,2018,data_gov_in,9,0.63,0.69,30.0,7.8000001907,,,,,,,,,,,,0.5199999809,6.0,0.400000006,,1.5700000525,0.8799999952,0.6499999762,0.1070000008,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2019-03-01,2019,data_gov_in,10,0.63,0.738,22.0,7.9000000954,,3.6900000572,1.9800000191,,,,,,,,,16.6599998474,3.0,5.7600002289,,51.7000007629,19.8199996948,,248.0820007324,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2021-02-02,2021,data_gov_in,8,0.45,0.675,15.0,8.3999996185,538.0,7.4000000954,,,,,,,,,,26.9899997711,2.0,,,38.4700012207,37.9599990845,,,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2021-04-05,2021,data_gov_in,8,0.63,0.731,23.5,8.0,638.0,6.4400000572,,,,,,,,,,26.7299995422,4.0,,,41.6800003052,23.3500003815,,,,,
Chapra,,West Bengal,23.5041666667,88.5513888889,2021-09-21,2021,data_gov_in,8,0.63,0.731,21.5,9.1000003815,325.0,5.2800002098,,,,,,,,,,13.0900001526,9.0,,,34.0,9.3299999237,,,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1964-03-01,1964,data_gov_in,12,0.44099999999999995,0.496,22.0,8.1000003815,62.5,,,,0.0099999998,,,184.0,,,,15.0,3.0,6.0,,25.0,10.0,6.0,86.065574646,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1964-06-02,1964,data_gov_in,11,0.44099999999999995,0.493,26.5,8.1999998093,35.0,,,,,,,112.0,,,,12.0,6.0,4.0,,14.0,4.0,5.0,67.2131118774,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1964-07-04,1964,data_gov_in,11,0.44099999999999995,0.493,26.5,8.1000003815,75.0,,,,,,,162.0,,,,12.0,7.0,1.0,,30.0,6.0,6.0,61.4754104614,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1965-02-22,1965,data_gov_in,11,0.44099999999999995,0.493,17.0,8.0,68.8000030518,,,,,,,268.0,,,,8.0,2.0,14.8000001907,,27.5200004578,11.3500003815,6.0,92.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1965-03-05,1965,data_gov_in,11,0.44099999999999995,0.493,21.0,8.0,64.5,,,,,,,206.0,,,,8.0,3.0,36.2000007629,,25.7999992371,15.4799995422,6.0,94.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1965-05-03,1965,data_gov_in,11,0.44099999999999995,0.493,25.5,8.3000001907,58.5,,,,,,,192.0,,,,8.0,5.0,10.6999998093,,23.3999996185,2.0599999428,7.0,82.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1965-08-01,1965,data_gov_in,11,0.44099999999999995,0.493,28.0,8.1000003815,72.5,,,,,,,115.0,,,,8.0,8.0,8.0,,29.0,9.0,6.0,114.7540969849,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1965-11-01,1965,data_gov_in,11,0.63,0.704,28.0,8.1999998093,64.5,,,,,,,68.0,,,,12.0,11.0,12.6999998093,,25.7999992371,8.2600002289,5.0,112.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1966-07-01,1966,data_gov_in,11,0.44099999999999995,0.493,27.0,8.3000001907,55.9000015259,,,,,,,120.0,,,,9.5,7.0,13.1700000763,,22.3600006104,2.5799999237,14.3999996185,75.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1966-11-01,1966,data_gov_in,11,0.44099999999999995,0.493,27.5,8.5,73.0999984741,,,,,,,138.0,,,,12.5,11.0,1.0,,29.2399997711,9.8000001907,1.8899999857,123.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1967-01-01,1967,data_gov_in,11,0.44099999999999995,0.493,24.5,8.6000003815,51.5999984741,,,,,,,124.0,,,,15.0,1.0,1.0,,20.6399993896,9.25,1.8899999857,97.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1968-06-01,1968,data_gov_in,11,0.44099999999999995,0.475,27.5,8.0,25.7999992371,,,,,,,88.0,,,,9.0,6.0,1.0,,10.3199996948,3.0999999046,1.0,49.1639328003,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1968-07-01,1968,data_gov_in,11,0.44099999999999995,0.493,26.5,5.9759998322,47.2999992371,,,,,,,376.0,,,,15.5,7.0,7.4099998474,,18.9200000763,2.5799999237,40.8499984741,136.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1968-12-02,1968,data_gov_in,11,0.44099999999999995,0.493,27.5,8.6000003815,81.6999969482,,,,,,,320.0,,,,14.0,12.0,8.2299995422,,32.6800003052,11.8699998856,14.7399997711,111.0163955688,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1969-01-01,1969,data_gov_in,11,0.44099999999999995,0.493,24.5,8.1999998093,70.9499969482,,,,,,,140.0,,,,17.5,1.0,1.0,,28.3799991608,13.9300003052,16.3099994659,146.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1969-04-01,1969,data_gov_in,11,0.44099999999999995,0.493,24.5,8.3699998856,38.6999969482,,,,,,,184.0,,,,10.0,4.0,1.0,,15.4799995422,7.2199997902,8.5,84.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1969-09-01,1969,data_gov_in,11,0.44099999999999995,0.493,28.5,8.0,51.5999984741,,,,,,,104.0,,,,7.5,9.0,1.0,,20.6399993896,6.1900000572,1.0,85.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1970-01-01,1970,data_gov_in,11,0.44099999999999995,0.493,23.5,8.3000001907,70.0,,,,,,,142.0,,,,18.0,1.0,2.0,,28.0,15.0,15.0,157.6393432617,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1971-01-01,1971,data_gov_in,12,0.315,0.485,23.5,6.9719996452,51.5999984741,,,,0.0099999998,,,1654.0,,,,14.0,1.0,1.0,,20.6399993896,12.3800001144,35.7000007629,133.5081939697,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1971-03-01,1971,data_gov_in,12,0.44099999999999995,0.506,22.5,7.968000412,81.6999969482,,,,0.0099999998,,,150.0,,,,16.0,3.0,1.0,,32.6800003052,10.8400001526,21.2999992371,145.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1971-06-01,1971,data_gov_in,12,0.44099999999999995,0.496,26.5,8.1999998093,38.6999969482,,,,0.0099999998,,,144.0,,,,8.0,6.0,2.4700000286,,15.4799995422,14.4499998093,3.7999999523,70.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1971-07-01,1971,data_gov_in,12,0.44099999999999995,0.496,26.0,8.1999998093,51.5999984741,,,,0.0099999998,,,130.0,,,,7.0,7.0,2.4700000286,,20.6399993896,4.6300001144,4.4000000954,88.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1971-08-02,1971,data_gov_in,12,0.44099999999999995,0.496,29.0,8.3000001907,60.0,,,,0.0099999998,,,110.0,,,,10.0,8.0,1.0,,24.0,5.6999998093,10.5,98.3606567383,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1971-11-01,1971,data_gov_in,12,0.63,0.708,28.0,8.5,77.3999938965,,,,0.0099999998,,,114.0,,,,20.0,11.0,1.0,,30.9599990845,14.9600000381,11.8000001907,164.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1972-01-01,1972,data_gov_in,12,0.44099999999999995,0.496,24.0,8.3000001907,60.0,,,,0.0099999998,,,232.0,,,,14.0,1.0,1.0,,24.0,11.0,20.0,135.2458953857,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1972-04-01,1972,data_gov_in,12,0.44099999999999995,0.496,24.5,7.9000000954,394.0,,,,0.0099999998,,,210.0,,,,16.0,4.0,35.0,,23.0,11.5,18.6000003815,146.8524627686,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1972-05-01,1972,data_gov_in,12,0.44099999999999995,0.496,25.0,7.8000001907,310.0,,,,0.0099999998,,,170.0,,,,13.8000001907,5.0,16.0,,19.0,7.0,11.0,102.4590148926,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1972-08-01,1972,data_gov_in,12,0.44099999999999995,0.496,28.0,7.5999999046,290.0,,,,0.0099999998,,,135.0,,,,9.0,8.0,24.0,,17.0,6.8000001907,9.5,83.6065597534,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1973-02-01,1973,data_gov_in,12,0.44099999999999995,0.496,18.0,8.1999998093,315.0,,,,0.0099999998,,,173.0,,,,12.0,2.0,1.0,,20.6399993896,10.8400001526,6.0,140.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1973-09-01,1973,data_gov_in,12,0.44099999999999995,0.496,26.0,7.6999998093,230.0,,,,0.0099999998,,,124.0,,,,11.0,9.0,1.0,,14.6199998856,3.6099998951,6.0,68.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1974-01-01,1974,data_gov_in,12,0.44099999999999995,0.496,24.0,8.0,420.0,,,,0.0099999998,,,225.0,,,,15.0,1.0,3.2899999619,,33.5400009155,12.8999996185,12.0,142.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1974-02-13,1974,data_gov_in,12,0.44099999999999995,0.496,17.5,7.9000000954,430.0,,,,0.0099999998,,,239.0,,,,17.0,2.0,1.0,,34.4000015259,11.3500003815,13.0,144.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1974-10-10,1974,data_gov_in,12,0.44099999999999995,0.496,28.5,8.0,215.0,,,,0.0099999998,,,136.0,,,,12.0,10.0,2.0,,23.0,7.0,14.0,114.7540969849,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1974-11-01,1974,data_gov_in,12,0.44099999999999995,0.503,27.5,7.6999998093,575.0,,,,0.0099999998,,,313.0,,,,41.0,11.0,32.9199981689,,39.5600013733,17.0300006866,22.0,150.0,,,
Chopan,,Uttar Pradesh,24.5297222222,83.0230555556,1975-02-01,1975,data_gov_in,12,0.44099999999999995,0.496,17.5,8.0,290.0,,,,0.0099999998,,,178.0,,,,8.1999998093,2.0,1.0,,36.5,12.8699998856,8.6199998856,155.737701416,,,
